"datetime.href","datetime.text","user.href","user.text","comment.href","comment.text","url"
"http://upload.wikimedia.org/wikipedia/commons/c/ca/Leo_Durocher.png","01:25, 9 April 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball manager en:Leo Durocher.}} |Source=Baseball Digest, front cover, February 1948 issue. [http://books.google.com/books?id=2TIDAAAAMBAJ&printsec=frontcover&lr=#v=onepage&q&f=false]","http://commons.wikimedia.org/wiki/File:Leo_Durocher.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Bob_Chesnes.png"
"http://upload.wikimedia.org/wikipedia/commons/4/41/Bob_Chesnes.png","01:31, 9 April 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball pitcher en:Bob Chesnes.}} |Source=Baseball Digest, inside front cover, February 1948 issue. [http://books.google.com/books?id=2TIDAAAAMBAJ&printsec=frontcover&lr=#v=onepage&q&f=f","http://commons.wikimedia.org/wiki/File:Bob_Chesnes.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Bob_Kennedy.png"
"http://upload.wikimedia.org/wikipedia/commons/8/8d/Bob_Kennedy.png","16:33, 8 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball player en:Bob Kennedy.}} |Source=Baseball Digest, back cover, July 1947 issue. [http://books.google.com/books?id=ji4DAAAAMBAJ&printsec=frontcover&rview=1&source=gbs_navlinks_s#v=","http://commons.wikimedia.org/wiki/File:Bob_Kennedy.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Al_Barlick.png"
"http://upload.wikimedia.org/wikipedia/commons/5/5a/Al_Barlick.png","19:32, 5 August 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Hall of Fame Major League Baseball umpire en:Al Barlick.}} |Source=Baseball Digest, inside back cover, July 1948 issue. [http://books.google.com/books?id=yTIDAAAAMBAJ&printsec=frontcover&source=gbs_at","http://commons.wikimedia.org/wiki/File:Al_Barlick.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Jim_Tabor.png"
"http://upload.wikimedia.org/wikipedia/commons/b/bd/Jim_Tabor.png","17:20, 9 April 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball third baseman en:Jim Tabor.}} |Source=Baseball Digest, back cover, February 1948 issue. [http://books.google.com/books?id=2TIDAAAAMBAJ&printsec=frontcover&lr=#v=onepage&q&f=false","http://commons.wikimedia.org/wiki/File:Jim_Tabor.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Bruce_Edwards.png"
"http://upload.wikimedia.org/wikipedia/commons/a/aa/Bruce_Edwards.png","16:26, 8 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","","","http://commons.wikimedia.org/wiki/File:Bruce_Edwards.png"
"http://upload.wikimedia.org/wikipedia/commons/archive/a/aa/20100108162613%21Bruce_Edwards.png","20:12, 7 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball catcher en:Bruce Edwards.}} |Source=Baseball Digest, page 65. [http://books.google.com/books?id=1DIDAAAAMBAJ&printsec=frontcover&source=gbs_navlinks_s#v=onepage&q=&f=false] |Auth","http://commons.wikimedia.org/wiki/File:Bruce_Edwards.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Jerry_Witte.png"
"http://upload.wikimedia.org/wikipedia/commons/9/90/Jerry_Witte.png","16:15, 8 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball first baseman en:Jerry Witte.}} |Source=Baseball Digest, inside back cover, May 1947 issue. [http://books.google.com/books?id=TC4DAAAAMBAJ&printsec=frontcover&rview=1&source=gbs_","http://commons.wikimedia.org/wiki/File:Jerry_Witte.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Clint_Hartung.png"
"http://upload.wikimedia.org/wikipedia/commons/0/0c/Clint_Hartung.png","13:59, 9 April 2011","http://commons.wikimedia.org/wiki/User:Killervogel5","Killervogel5 (talk | contribs)","","color corrected","http://commons.wikimedia.org/wiki/File:Clint_Hartung.png"
"http://upload.wikimedia.org/wikipedia/commons/archive/0/0c/20110409135920%21Clint_Hartung.png","16:01, 8 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball pitcher en:Clint Hartung.}} |Source=Baseball Digest, inside front cover, May 1947 issue. [http://books.google.com/books?id=TC4DAAAAMBAJ&printsec=frontcover&rview=1&source=gbs_nav","http://commons.wikimedia.org/wiki/File:Clint_Hartung.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Peanuts_Lowrey.png"
"http://upload.wikimedia.org/wikipedia/commons/1/1e/Peanuts_Lowrey.png","17:55, 25 September 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball outfielder and third baseman en:Peanuts Lowrey.}} |Source=Baseball Digest, inside front cover, August 1948 issue. [http://books.google.com/books?id=gi4DAAAAMBAJ&printsec=frontcov","http://commons.wikimedia.org/wiki/File:Peanuts_Lowrey.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Art_Houtteman.png"
"http://upload.wikimedia.org/wikipedia/commons/8/8a/Art_Houtteman.png","15:24, 30 July 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball pitcher en:Art Houtteman.}} |Source=Baseball Digest, front cover, May 1948 issue. [http://books.google.com/books?id=GC4DAAAAMBAJ&printsec=frontcover&lr=#v=onepage&q&f=false] |Aut","http://commons.wikimedia.org/wiki/File:Art_Houtteman.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Andy_Seminick.png"
"http://upload.wikimedia.org/wikipedia/commons/d/d9/Andy_Seminick.png","17:03, 8 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball catcher en:Andy Seminick.}} |Source=Baseball Digest, inside back cover, July 1947 issue. [http://books.google.com/books?id=ji4DAAAAMBAJ&printsec=frontcover&rview=1&source=gbs_nav","http://commons.wikimedia.org/wiki/File:Andy_Seminick.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Al_Gionfriddo.png"
"http://upload.wikimedia.org/wikipedia/commons/7/71/Al_Gionfriddo.png","03:20, 11 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball outfielder en:Al Gionfriddo.}} |Source=Baseball Digest, inside front cover, January 1948 issue. [http://books.google.com/books?id=BS4DAAAAMBAJ&printsec=frontcover&rview=1&source=","http://commons.wikimedia.org/wiki/File:Al_Gionfriddo.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Joe_Page.png"
"http://upload.wikimedia.org/wikipedia/commons/f/f1/Joe_Page.png","03:41, 11 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball pitcher en:Joe Page.}} |Source=Baseball Digest, front cover, January 1948 issue. [http://books.google.com/books?id=BS4DAAAAMBAJ&printsec=frontcover&rview=1&source=gbs_navlinks_s#","http://commons.wikimedia.org/wiki/File:Joe_Page.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Neill_Sheridan.png"
"http://upload.wikimedia.org/wikipedia/commons/9/97/Neill_Sheridan.png","01:35, 9 April 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball outfielder en:Neill Sheridan.}} |Source=Baseball Digest, inside front cover, February 1948 issue. [http://books.google.com/books?id=2TIDAAAAMBAJ&printsec=frontcover&lr=#v=onepage","http://commons.wikimedia.org/wiki/File:Neill_Sheridan.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Johnny_Neun.png"
"http://upload.wikimedia.org/wikipedia/commons/3/38/Johnny_Neun.png","01:04, 17 April 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball manager en:Johnny Neun.}} |Source=Baseball Digest, back cover, May 1948 issue. [http://books.google.com/books?id=GC4DAAAAMBAJ&printsec=frontcover&lr=#v=onepage&q&f=false] |Author","http://commons.wikimedia.org/wiki/File:Johnny_Neun.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Don-Demeter.png"
"http://upload.wikimedia.org/wikipedia/commons/6/6f/Don-Demeter.png","15:05, 26 July 2010","http://commons.wikimedia.org/w/index.php?title=User:Vodello&action=edit&redlink=1","Vodello (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball player en:Don Demeter.}} |Source=Baseball Digest, Page 19, July 1959 |Author=Unknown |Date=1959-07 |Permission= |other_versions= }} {{PD-US-not renewed, Baseball Digest pre-1964}","http://commons.wikimedia.org/wiki/File:Don-Demeter.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Stan_Musial.png"
"http://upload.wikimedia.org/wikipedia/commons/b/b3/Stan_Musial.png","02:31, 31 July 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Hall of Fame Major League Baseball player en:Stan Musial.}} |Source=Baseball Digest, front cover, September 1948 issue. [http://books.google.com/books?id=4DIDAAAAMBAJ&printsec=frontcover&lr=#v=onepage","http://commons.wikimedia.org/wiki/File:Stan_Musial.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Zack_Taylor.png"
"http://upload.wikimedia.org/wikipedia/commons/f/ff/Zack_Taylor.png","01:24, 17 April 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball manager en:Zack Taylor.}} |Source=Baseball Digest, inside front cover, May 1948 issue. [http://books.google.com/books?id=GC4DAAAAMBAJ&printsec=frontcover&lr=#v=onepage&q&f=false]","http://commons.wikimedia.org/wiki/File:Zack_Taylor.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Dave_Ferriss.png"
"http://upload.wikimedia.org/wikipedia/commons/b/b6/Dave_Ferriss.png","03:04, 11 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball pitcher en:Dave Ferriss.}} |Source=Baseball Digest, front cover, October 1946 issue. [http://books.google.com/books?id=1DIDAAAAMBAJ&printsec=frontcover&source=gbs_navlinks_s#v=on","http://commons.wikimedia.org/wiki/File:Dave_Ferriss.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Hank_Borowy.png"
"http://upload.wikimedia.org/wikipedia/commons/d/db/Hank_Borowy.png","01:16, 11 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball pitcher en:Hank Borowy.}} |Source=Baseball Digest, front cover, July 1945 issue. [http://books.google.com/books?id=8LcDAAAAMBAJ&printsec=frontcover&rview=1&source=gbs_navlinks_s#","http://commons.wikimedia.org/wiki/File:Hank_Borowy.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Howie_Pollet.png"
"http://upload.wikimedia.org/wikipedia/commons/0/04/Howie_Pollet.png","20:21, 7 January 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball catcher en:Howie Pollet.}} |Source=Baseball Digest, inside front cover, October 1946 issue. [http://books.google.com/books?id=1DIDAAAAMBAJ&printsec=frontcover&source=gbs_navlinks","http://commons.wikimedia.org/wiki/File:Howie_Pollet.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Johnny_Mize.png"
"http://upload.wikimedia.org/wikipedia/commons/6/62/Johnny_Mize.png","17:51, 9 April 2010","http://commons.wikimedia.org/wiki/User:Wizardman","Wizardman (talk | contribs)","http://commons.wikimedia.org/wiki/Baseball","{{Information |Description={{en|1=An image of Major League Baseball Hall of Fame first baseman en:Johnny Mize.}} |Source=Baseball Digest, inside front cover, March 1948 issue. [][http://books.google.com/books?id=2TIDAAAAMBAJ&printsec=frontcover&l","http://commons.wikimedia.org/wiki/File:Johnny_Mize.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Al_Spangler_1961.png"
"http://upload.wikimedia.org/wikipedia/commons/7/7c/Al_Spangler_1961.png","22:17, 4 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Milwaukee Braves outfielder {{w|Al Spangler}] in a 1961 issue of Baseball Digest.}}}} |Source =Baseball Digest, front cover, April 1961 issue. [http://books.google.com/books?id=Py4DAAAAMBAJ&lpg=PA90&dq=ba","http://commons.wikimedia.org/wiki/File:Al_Spangler_1961.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Karl_Spooner_1955.png"
"http://upload.wikimedia.org/wikipedia/commons/e/ee/Karl_Spooner_1955.png","14:33, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Karl_Spooner","{{Information |Description ={{en|1=Brooklyn Dodgers pitcher en:Karl Spooner in a 1955 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, March 1955 issue. [http://books.google.com/books?id=USwDAAAAMBAJ&printsec=frontcover&dq","http://commons.wikimedia.org/wiki/File:Karl_Spooner_1955.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Billy_O%27Dell_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/d/d8/Billy_O%27Dell_1963.png","03:04, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Billy_O%27Dell","{{Information |Description ={{en|1=San Francisco Giants pitcher en:Billy O'Dell in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, August 1963 issue. [http://books.google.com/books?id=bC0DAAAAMBAJ&printsec=frontco","http://commons.wikimedia.org/wiki/File:Billy_O%27Dell_1963.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Tony_Oliva_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/0/03/Tony_Oliva_1963.png","02:14, 8 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Minnesota Twins right fielder {{w|Tony Oliva}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, page 125, March 1963 issue. [http://books.google.com/books?id=jS0DAAAAMBAJ&lpg=PA1&dq=baseball%20d","http://commons.wikimedia.org/wiki/File:Tony_Oliva_1963.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Jim_Coates_1960.png"
"http://upload.wikimedia.org/wikipedia/commons/8/8c/Jim_Coates_1960.png","01:47, 5 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=New York Yankees pitcher {{w|Jim Coates}} in a 1960 issue of Baseball Digest.}} |Source =Baseball Digest, page 75, September 1960 issue. [http://books.google.com/books?id=eS0DAAAAMBAJ&lpg=PA65&dq=baseball%20di","http://commons.wikimedia.org/wiki/File:Jim_Coates_1960.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Tommy_Henrich_1949.png"
"http://upload.wikimedia.org/wikipedia/commons/b/ba/Tommy_Henrich_1949.png","02:31, 31 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Tommy_Henrich","{{Information |Description ={{en|1=New York Yankees right fielder en:Tommy Henrich in a 1949 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, August 1949 issue. |Author =unknown |Date =1949-08 |Permission","http://commons.wikimedia.org/wiki/File:Tommy_Henrich_1949.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Casey_Stengel_1949.png"
"http://upload.wikimedia.org/wikipedia/commons/d/d9/Casey_Stengel_1949.png","02:43, 31 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Casey_Stengel","{{Information |Description ={{en|1=New York Yankees manager en:Casey Stengel in a 1949 issue of Baseball Digest.}} |Source =Baseball Digest, page 59, January 1949 issue. [http://books.google.com/books?id=UC4DAAAAMBAJ&printsec=frontcover&dq","http://commons.wikimedia.org/wiki/File:Casey_Stengel_1949.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Zoilo_Versalles_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/7/7a/Zoilo_Versalles_1963.png","03:14, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Zoilo_Versalles","{{Information |Description ={{en|1=Minnesota Twins shortstop en:Zoilo Versalles in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, June 1963 issue. [http://books.google.com/books?id=3S0DAAAAMBAJ&printsec=frontcover&dq=","http://commons.wikimedia.org/wiki/File:Zoilo_Versalles_1963.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Bob_Turley_1959.png"
"http://upload.wikimedia.org/wikipedia/commons/4/49/Bob_Turley_1959.png","21:51, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Bob_Turley","{{Information |Description ={{en|1=New York Yankees pitcher en:Bob Turley in a 1959 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, December 1959 issue. [http://books.google.com/books?id=si0DAAAAMBAJ&printsec=frontcover&","http://commons.wikimedia.org/wiki/File:Bob_Turley_1959.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Hank_Aaron_1960.png"
"http://upload.wikimedia.org/wikipedia/commons/3/3e/Hank_Aaron_1960.png","21:15, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Hank_Aaron","{{Information |Description ={{en|1=Milwaukee Braves outfielder and Hall of Famer en:Hank Aaron in a 1960 issue of Baseball Digest.}} |Source =Baseball Digest, page 19, December 1960 issue. [http://books.google.com/books?id=OS4DAAAAMBAJ&pri","http://commons.wikimedia.org/wiki/File:Hank_Aaron_1960.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Stu_Miller.png"
"http://upload.wikimedia.org/wikipedia/commons/2/20/Stu_Miller.png","21:42, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Stu_Miller","{{Information |Description ={{en|1=New York/San Francisco Giants pitcher en:Stu Miller in a 1959 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, February 1959 issue. [http://books.google.com/books?id=1S0DAAAAMBAJ&printsec","http://commons.wikimedia.org/wiki/File:Stu_Miller.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Jack_Smith_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/f/f7/Jack_Smith_1963.png","23:10, 19 July 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Los Angeles Dodgers pitcher {{w|Jack Smith (pitcher)|Jack Smith}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, March 1963 issue. [http://books.google.com/books?id=jS0DAAAAMBAJ&l","http://commons.wikimedia.org/wiki/File:Jack_Smith_1963.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Frank_Bolling_1961.png"
"http://upload.wikimedia.org/wikipedia/commons/6/60/Frank_Bolling_1961.png","19:05, 4 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Milwaukee Braves second baseman {{w|Frank Bolling}} in a 1961 issue of Baseball Digest.}} |Source =Baseball Digest, page 63, August 1961 issue. [http://books.google.com/books?id=Ky4DAAAAMBAJ&lpg=PA1&dq=basebal","http://commons.wikimedia.org/wiki/File:Frank_Bolling_1961.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Lindy_McDaniel_1960.png"
"http://upload.wikimedia.org/wikipedia/commons/7/7c/Lindy_McDaniel_1960.png","02:35, 5 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=St. Louis Cardinals pitcher {{w|Lindy McDaniel}} in a 1960 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, June 1960 issue. [http://books.google.com/books?id=8C0DAAAAMBAJ&lpg=PA48&dq=basebal","http://commons.wikimedia.org/wiki/File:Lindy_McDaniel_1960.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Paul_Krichell_1957.png"
"http://upload.wikimedia.org/wikipedia/commons/a/af/Paul_Krichell_1957.png","03:56, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Paul_Krichell","{{Information |Description ={{en|1=Famed New York Yankees scout en:Paul Krichell in a 1957 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, July 1957 issue. [http://books.google.com/books?id=MiwDAAAAMBAJ&printsec=frontcove","http://commons.wikimedia.org/wiki/File:Paul_Krichell_1957.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Chuck_Dressen_1951.png"
"http://upload.wikimedia.org/wikipedia/commons/6/66/Chuck_Dressen_1951.png","22:22, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://commons.wikimedia.org/w/index.php?title=Chuck_Dressen&action=edit&redlink=1","{{Information |Description ={{en|1=Brooklyn Dodgers manager Chuck Dressen in a 1951 issue of Baseball Digest.}} |Source =Baseball Digest, page 99, April 1951 issue. [http://books.google.com/books?id=xDIDAAAAMBAJ&printsec=frontcover&dq=base","http://commons.wikimedia.org/wiki/File:Chuck_Dressen_1951.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Casey_Stengel_1953.png"
"http://upload.wikimedia.org/wikipedia/commons/6/62/Casey_Stengel_1953.png","21:31, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Casey_Stengel","{{Information |Description ={{en|1=New York Yankees manager en:Casey Stengel in a 1953 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, October 1953 issue. [http://books.google.com/books?id=KiwDAAAAMBAJ&printsec=frontcove","http://commons.wikimedia.org/wiki/File:Casey_Stengel_1953.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Jim_Landis_1962.png"
"http://upload.wikimedia.org/wikipedia/commons/7/71/Jim_Landis_1962.png","21:25, 3 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Chicago White Sox centerfielder {{w|Jim Landis}} in a 1962 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, May 1962 issue. [http://books.google.com/books?id=dy8DAAAAMBAJ&lpg=PA1&dq=baseball%","http://commons.wikimedia.org/wiki/File:Jim_Landis_1962.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Harry_Bright_1962.png"
"http://upload.wikimedia.org/wikipedia/commons/6/6a/Harry_Bright_1962.png","13:59, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Harry_Bright","{{Information |Description ={{en|1=Washington Senators first baseman en:Harry Bright in a 1962 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, October 1962 issue. [http://books.google.com/books?id=ki0DAAAAMBAJ&printsec=frontc","http://commons.wikimedia.org/wiki/File:Harry_Bright_1962.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Ken_Hubbs_1963.jpg"
"http://upload.wikimedia.org/wikipedia/commons/4/4a/Ken_Hubbs_1963.jpg","21:20, 7 June 2012","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Chicago Cubs second baseman {{w|Ken Hubbs}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, April 1963 issue. [http://books.google.com/books?id=gLYDAAAAMBAJ&lpg=PA1&dq=baseball%20dig...","http://commons.wikimedia.org/wiki/File:Ken_Hubbs_1963.jpg"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Dale_Long_1956.jpg"
"http://upload.wikimedia.org/wikipedia/commons/b/ba/Dale_Long_1956.jpg","23:36, 7 June 2012","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Pittsburgh Pirates first baseman {{w|Dale Long}} in a 1956 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, August 1956 issue. [http://books.google.com/books?id=TSwDAAAAMBAJ&lpg=PA1&dq=bas...","http://commons.wikimedia.org/wiki/File:Dale_Long_1956.jpg"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Ray_Washburn_1962.png"
"http://upload.wikimedia.org/wikipedia/commons/7/7b/Ray_Washburn_1962.png","14:36, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=St. Louis Cardinals pitcher Ray Washburn in a 1962 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, March 1962 issue. [http://books.google.com/books?id=gS8DAAAAMBAJ&printsec=frontcover&dq=base","http://commons.wikimedia.org/wiki/File:Ray_Washburn_1962.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Brian_McCall_1963.png"
